Fecha,temperatura (°F),punto_de_rocio (°F),humedad,Columna1,Velocidad del viento (mph),rafaga_viento (mph),presion
22-11-2015:16:00,88,75,66,NW,9,0,29.70 °in
22-11-2015:17:00,88,77,70,NNW,8,0,29.70 °in
22-11-2015:18:00,86,75,70,N,9,0,29.71 °in
22-11-2015:19:00,84,77,79,N,6,0,29.73 °in
22-11-2015:20:00,82,79,89,N,5,0,29.76 °in
22-11-2015:21:00,82,79,89,N,6,0,29.77 °in
22-11-2015:22:00,82,77,84,NE,5,0,29.79 °in
22-11-2015:23:00,81,77,89,N,3,0,29.79 °in
23-11-2015:00:00,81,77,89,NE,3,0,29.78 °in
23-11-2015:01:00,81,77,89,E,3,0,29.76 °in
23-11-2015:02:00,81,77,89,VAR,2,0,29.76 °in
23-11-2015:03:00,81,77,89,VAR,2,0,29.73 °in
23-11-2015:04:00,79,77,94,VAR,2,0,29.72 °in
23-11-2015:05:00,79,77,94,CALM,0,0,29.73 °in
23-11-2015:06:00,79,77,94,CALM,0,0,29.74 °in
23-11-2015:07:00,81,79,94,NE,3,0,29.76 °in
23-11-2015:08:00,84,79,84,E,3,0,29.78 °in
23-11-2015:09:00,86,77,74,N,5,0,29.80 °in
23-11-2015:10:00,88,77,70,WNW,5,0,29.81 °in
23-11-2015:11:00,86,79,79,N,15,0,29.79 °in
23-11-2015:12:00,88,77,70,N,14,0,29.77 °in
23-11-2015:13:00,88,77,70,WSW,14,0,29.73 °in
23-11-2015:14:00,90,79,70,N,18,0,29.69 °in
23-11-2015:15:00,90,79,70,NNE,12,0,29.68 °in
23-11-2015:16:00,90,77,66,NNE,12,0,29.68 °in
23-11-2015:17:00,86,77,74,NNE,9,0,29.69 °in
23-11-2015:18:00,84,77,79,NE,7,0,29.70 °in
23-11-2015:19:00,82,79,89,NE,12,0,29.72 °in
23-11-2015:20:00,82,77,84,NNE,8,0,29.74 °in
23-11-2015:21:00,82,77,84,NNE,9,0,29.75 °in
23-11-2015:22:00,82,77,84,NNE,9,0,29.76 °in
23-11-2015:23:00,82,77,84,NE,9,0,29.76 °in
24-11-2015:00:00,81,77,89,NE,3,0,29.78 °in
24-11-2015:01:00,81,77,89,E,3,0,29.76 °in
24-11-2015:02:00,81,77,89,VAR,2,0,29.76 °in
24-11-2015:03:00,81,77,89,VAR,2,0,29.73 °in
24-11-2015:04:00,79,77,94,VAR,2,0,29.72 °in
24-11-2015:05:00,79,77,94,CALM,0,0,29.73 °in
24-11-2015:06:00,79,77,94,CALM,0,0,29.74 °in
24-11-2015:07:00,81,79,94,NE,3,0,29.76 °in
24-11-2015:08:00,84,79,84,E,3,0,29.78 °in
24-11-2015:09:00,86,77,74,N,5,0,29.80 °in
24-11-2015:10:00,88,77,70,WNW,5,0,29.81 °in
24-11-2015:11:00,86,79,79,N,15,0,29.79 °in
25-11-2015:00:00,82,77,84,NE,10,0,29.76 °in
25-11-2015:01:00,82,77,84,NE,7,0,29.74 °in
25-11-2015:02:00,81,77,89,NE,7,0,29.71 °in
25-11-2015:03:00,81,77,89,NE,5,0,29.70 °in
25-11-2015:04:00,81,77,89,N,3,0,29.70 °in
25-11-2015:05:00,81,77,89,VAR,2,0,29.71 °in
25-11-2015:06:00,81,77,89,VAR,2,0,29.73 °in
25-11-2015:07:00,81,77,89,S,8,0,29.76 °in
25-11-2015:08:00,82,75,79,S,5,0,29.79 °in
25-11-2015:09:00,88,77,70,E,5,0,29.81 °in
25-11-2015:10:00,88,77,70,NE,3,0,29.82 °in
25-11-2015:11:00,88,77,70,NW,6,0,29.80 °in
25-11-2015:12:00,88,77,70,NNW,10,0,29.78 °in
25-11-2015:13:00,90,79,70,N,13,0,29.75 °in
25-11-2015:14:00,88,77,70,N,15,0,29.72 °in
25-11-2015:15:00,88,75,66,N,14,0,29.70 °in
25-11-2015:16:00,88,75,66,N,14,0,29.70 °in
25-11-2015:17:00,88,73,62,N,10,0,29.70 °in
25-11-2015:18:00,84,75,74,NNE,13,0,29.71 °in
25-11-2015:19:00,82,77,84,N,13,0,29.73 °in
25-11-2015:20:00,82,77,84,NNE,12,0,29.75 °in
25-11-2015:21:00,82,77,84,N,10,0,29.77 °in
25-11-2015:22:00,82,77,84,NNE,10,0,29.80 °in
25-11-2015:23:00,82,77,84,NNE,10,0,29.80 °in
26-11-2015:00:00,82,77,84,NNE,8,0,29.78 °in
26-11-2015:01:00,81,77,89,NE,6,0,29.77 °in
26-11-2015:02:00,81,77,89,ENE,6,0,29.84 °in
26-11-2015:03:00,79,77,94,VAR,2,0,29.72 °in
26-11-2015:04:00,79,77,94,VAR,2,0,29.73 °in
26-11-2015:05:00,79,77,94,E,5,0,29.74 °in
26-11-2015:06:00,79,77,94,VAR,2,0,29.75 °in
26-11-2015:07:00,79,77,94,VAR,2,0,29.75 °in
26-11-2015:08:00,84,79,84,VAR,2,0,29.80 °in
26-11-2015:09:00,88,77,70,VAR,2,0,29.80 °in
26-11-2015:10:00,88,77,70,NW,6,0,29.81 °in
26-11-2015:11:00,90,77,66,N,10,0,29.80 °in
26-11-2015:12:00,90,77,66,N,20,0,29.79 °in
26-11-2015:13:00,91,77,63,N,10,0,29.75 °in
26-11-2015:14:00,88,77,70,N,20,0,29.73 °in
26-11-2015:15:00,88,77,70,NNE,17,0,29.72 °in
26-11-2015:16:00,86,77,74,N,15,0,29.71 °in
26-11-2015:17:00,84,77,79,N,14,0,29.71 °in
26-11-2015:18:00,82,77,84,N,10,0,29.73 °in
26-11-2015:19:00,82,77,84,NNE,12,0,29.74 °in
26-11-2015:20:00,82,77,84,N,9,0,29.76 °in
26-11-2015:21:00,82,77,84,NE,10,0,29.77 °in
26-11-2015:22:00,82,75,79,NNE,13,0,29.77 °in
26-11-2015:23:00,82,77,84,NNE,13,0,29.77 °in
27-11-2015:00:00,82,75,79,NE,9,0,29.76 °in
27-11-2015:01:00,82,77,84,E,5,0,29.74 °in
27-11-2015:02:00,81,77,89,VAR,2,0,29.73 °in
27-11-2015:03:00,81,75,84,VAR,2,0,29.72 °in
27-11-2015:04:00,81,75,84,CALM,0,0,29.71 °in
27-11-2015:05:00,79,75,89,SSE,5,0,29.71 °in
27-11-2015:06:00,79,77,94,SSE,3,0,29.72 °in
27-11-2015:07:00,79,77,94,VAR,2,0,29.74 °in
27-11-2015:08:00,82,77,84,ESE,3,0,29.77 °in
27-11-2015:09:00,88,77,70,E,3,0,29.79 °in
27-11-2015:10:00,90,75,62,ESE,3,0,29.79 °in
27-11-2015:11:00,93,75,56,ESE,5,0,29.78 °in
27-11-2015:12:00,88,77,70,NNW,10,0,29.77 °in
27-11-2015:13:00,88,79,75,WNW,9,0,29.73 °in
27-11-2015:14:00,90,79,70,W,8,0,29.69 °in
27-11-2015:15:00,88,79,75,NW,9,0,29.68 °in
27-11-2015:16:00,86,79,79,N,16,0,29.69 °in
27-11-2015:17:00,84,77,79,N,8,0,29.70 °in
27-11-2015:18:00,84,77,79,NNE,7,0,29.71 °in
27-11-2015:19:00,82,77,84,NNE,9,0,29.72 °in
27-11-2015:20:00,82,77,84,NNE,7,0,29.74 °in
27-11-2015:21:00,81,77,89,NE,7,0,29.77 °in
27-11-2015:22:00,81,77,89,ENE,5,0,29.78 °in
27-11-2015:23:00,81,77,89,NNE,5,0,29.77 °in
28-11-2015:00:00,81,77,89,NE,5,0,29.75 °in
28-11-2015:01:00,81,77,89,NE,5,0,29.75 °in
28-11-2015:02:00,81,77,89,N,7,0,29.72 °in
28-11-2015:03:00,81,77,89,N,5,0,29.71 °in
28-11-2015:04:00,81,77,89,NNE,5,0,29.72 °in
28-11-2015:05:00,81,77,89,N,7,0,29.72 °in
28-11-2015:06:00,82,77,84,NNE,5,0,29.74 °in
28-11-2015:07:00,82,77,84,N,7,0,29.75 °in
28-11-2015:08:00,84,79,84,ENE,6,0,29.82 °in
28-11-2015:09:00,84,79,84,ESE,7,0,29.72 °in
28-11-2015:10:00,88,79,75,SSE,7,0,29.83 °in
28-11-2015:11:00,88,73,62,S,9,0,29.81 °in
28-11-2015:12:00,86,75,70,S,12,0,29.79 °in
28-11-2015:13:00,88,77,70,S,3,0,29.75 °in
28-11-2015:14:00,88,77,70,WNW,5,0,29.71 °in
28-11-2015:15:00,88,77,70,SSW,5,0,29.70 °in
28-11-2015:16:00,88,75,66,SW,5,0,29.69 °in
28-11-2015:17:00,84,75,74,W,6,0,29.70 °in
28-11-2015:18:00,82,75,79,W,6,0,29.70 °in
28-11-2015:19:00,82,75,79,WNW,5,0,29.73 °in
28-11-2015:20:00,82,75,79,NW,3,0,29.77 °in
28-11-2015:21:00,82,75,79,N,5,0,29.79 °in
28-11-2015:22:00,82,77,84,E,3,0,29.80 °in
28-11-2015:23:00,81,77,89,CALM,0,0,29.79 °in
29-11-2015:00:00,81,77,89,ENE,3,0,29.78 °in
29-11-2015:01:00,81,77,89,VAR,2,0,29.76 °in
29-11-2015:02:00,79,77,94,VAR,2,0,29.75 °in
29-11-2015:03:00,79,77,94,VAR,2,0,29.74 °in
29-11-2015:04:00,79,77,94,CALM,0,0,29.73 °in
29-11-2015:05:00,79,77,94,E,3,0,29.75 °in
29-11-2015:06:00,77,75,94,E,3,0,29.76 °in
29-11-2015:07:00,79,75,89,VAR,2,0,29.78 °in
29-11-2015:08:00,82,77,84,VAR,2,0,29.79 °in
29-11-2015:09:00,84,75,74,ENE,3,0,29.82 °in
29-11-2015:10:00,86,77,74,NW,6,0,29.82 °in
29-11-2015:11:00,86,77,74,N,12,0,29.80 °in
29-11-2015:12:00,86,79,79,N,15,0,29.76 °in
29-11-2015:13:00,86,77,74,N,14,0,29.73 °in
29-11-2015:14:00,86,75,70,N,12,0,29.69 °in
29-11-2015:15:00,88,77,70,WNW,8,0,29.66 °in
29-11-2015:16:00,0,0,0,NNW,9,0,29.65 °in
29-11-2015:17:00,84,77,79,N,12,0,29.66 °in
29-11-2015:18:00,84,77,79,NNE,8,0,29.68 °in
29-11-2015:19:00,82,77,84,NNE,8,0,29.88 °in
29-11-2015:20:00,82,77,84,NE,9,0,29.71 °in
29-11-2015:21:00,81,77,89,NE,9,0,29.72 °in
29-11-2015:22:00,81,77,89,NE,7,0,29.72 °in
29-11-2015:23:00,81,75,84,NNE,8,0,29.72 °in
30-11-2015:00:00,81,77,89,N,8,0,29.72 °in
30-11-2015:01:00,81,77,89,NNE,6,0,29.70 °in
30-11-2015:02:00,79,77,94,NE,5,0,29.69 °in
30-11-2015:03:00,79,77,94,VAR,2,0,29.67 °in
30-11-2015:04:00,79,77,94,VAR,2,0,29.67 °in
30-11-2015:05:00,79,75,89,NE,3,0,29.68 °in
30-11-2015:06:00,79,75,89,VAR,2,0,29.69 °in
30-11-2015:07:00,79,77,94,E,5,0,29.71 °in
30-11-2015:08:00,82,77,84,SE,5,0,29.74 °in
30-11-2015:09:00,86,79,79,NE,5,0,29.75 °in
30-11-2015:10:00,88,79,75,NNW,5,0,29.75 °in
30-11-2015:11:00,86,79,79,NNW,7,0,29.73 °in
30-11-2015:12:00,88,79,75,N,7,0,29.71 °in
30-11-2015:13:00,90,79,70,NW,9,0,29.69 °in
30-11-2015:14:00,88,79,75,NNW,9,0,29.67 °in
30-11-2015:15:00,88,79,75,NNW,10,0,29.65 °in
30-11-2015:16:00,88,79,75,N,8,0,29.64 °in
30-11-2015:17:00,0,0,0,N,10,0,29.65 °in
30-11-2015:18:00,84,79,84,NW,10,0,29.66 °in
30-11-2015:19:00,84,79,84,N,13,0,29.70 °in
30-11-2015:20:00,84,79,84,NNE,12,0,29.72 °in
30-11-2015:21:00,82,79,89,NNE,8,0,29.75 °in
30-11-2015:22:00,82,79,89,NNE,6,0,29.75 °in
30-11-2015:23:00,82,79,89,NNE,6,0,29.75 °in
1-12-2015:00:00,81,77,89,NE,3,0,29.74 °in
1-12-2015:01:00,82,77,84,NNE,5,0,29.73 °in
1-12-2015:02:00,82,79,89,N,5,0,29.70 °in
1-12-2015:03:00,82,77,84,NNE,5,0,29.69 °in
1-12-2015:04:00,82,77,84,NNE,6,0,29.68 °in
1-12-2015:05:00,82,77,84,N,10,0,29.69 °in
1-12-2015:06:00,82,77,84,N,8,0,29.70 °in
1-12-2015:07:00,82,79,89,NNE,6,0,29.73 °in
1-12-2015:08:00,82,79,89,ENE,5,0,29.76 °in
1-12-2015:09:00,88,79,75,NE,5,0,29.77 °in
1-12-2015:10:00,86,79,79,N,12,0,29.76 °in
1-12-2015:11:00,90,79,70,N,10,0,29.74 °in
1-12-2015:12:00,90,81,75,N,13,0,29.74 °in
1-12-2015:13:00,90,79,70,N,16,0,29.70 °in
1-12-2015:14:00,90,81,75,N,15,0,29.68 °in
1-12-2015:15:00,88,79,75,N,17,0,29.66 °in
1-12-2015:16:00,86,79,79,N,15,0,29.65 °in
1-12-2015:17:00,84,79,84,N,12,0,29.65 °in
1-12-2015:18:00,84,79,84,N,9,0,29.66 °in
1-12-2015:19:00,84,77,79,NNE,6,0,29.69 °in
1-12-2015:20:00,82,79,89,ENE,6,0,29.72 °in
1-12-2015:21:00,82,79,89,NNE,5,0,29.74 °in
1-12-2015:22:00,82,79,89,VAR,2,0,29.75 °in
1-12-2015:23:00,82,79,89,VAR,2,0,29.74 °in
2-12-2015:00:00,82,79,89,N,3,0,29.74 °in
2-12-2015:01:00,81,79,94,VAR,2,0,29.73 °in
2-12-2015:02:00,81,79,94,VAR,2,0,29.71 °in
2-12-2015:03:00,81,77,89,NE,5,0,29.69 °in
2-12-2015:04:00,81,79,94,VAR,2,0,29.70 °in
2-12-2015:05:00,81,79,94,VAR,2,0,29.71 °in
2-12-2015:06:00,81,79,94,VAR,2,0,29.72 °in
2-12-2015:07:00,82,79,89,VAR,2,0,29.73 °in
2-12-2015:08:00,84,79,84,ESE,5,0,29.75 °in
2-12-2015:09:00,88,79,75,ESE,3,0,29.76 °in
2-12-2015:10:00,90,81,75,VAR,2,0,29.75 °in
2-12-2015:11:00,90,81,75,NNW,9,0,29.75 °in
2-12-2015:12:00,90,79,70,NNW,12,0,29.73 °in
2-12-2015:13:00,90,81,75,NW,12,0,29.71 °in
2-12-2015:14:00,90,81,75,NNW,12,0,29.69 °in
2-12-2015:15:00,90,81,75,N,13,0,29.68 °in
2-12-2015:16:00,86,79,79,N,12,0,29.68 °in
2-12-2015:17:00,86,79,79,N,12,0,29.68 °in
2-12-2015:18:00,86,81,84,N,8,0,29.69 °in
2-12-2015:19:00,84,79,84,N,6,0,29.71 °in
2-12-2015:20:00,84,79,84,NNE,7,0,29.74 °in
2-12-2015:21:00,84,81,89,NNE,6,0,29.76 °in
2-12-2015:22:00,82,81,94,N,5,0,29.76 °in
2-12-2015:23:00,82,79,89,NE,5,0,29.76 °in
3-12-2015:00:00,82,79,89,E,3,0,29.75 °in
3-12-2015:01:00,82,79,89,VAR,2,0,29.74 °in
3-12-2015:02:00,82,79,89,VAR,2,0,29.73 °in
3-12-2015:03:00,82,79,89,W,3,0,29.73 °in
3-12-2015:04:00,82,79,89,VAR,2,0,29.74 °in
3-12-2015:05:00,81,81,100,CALM,0,0,29.75 °in
3-12-2015:06:00,81,79,94,VAR,2,0,29.76 °in
3-12-2015:07:00,81,79,94,ENE,3,0,29.77 °in
3-12-2015:08:00,84,79,84,VAR,2,0,29.80 °in
3-12-2015:09:00,90,81,75,VAR,2,0,29.82 °in
3-12-2015:10:00,90,79,70,SSW,9,0,29.83 °in
3-12-2015:11:00,91,81,71,SW,9,0,29.82 °in
3-12-2015:12:00,91,81,71,SW,10,0,29.79 °in
3-12-2015:13:00,93,81,67,SW,12,0,29.76 °in
3-12-2015:14:00,91,79,66,WSW,13,0,29.73 °in
3-12-2015:14:35,91,79,66,WSW,13,0,29.73 °in
3-12-2015:15:00,91,81,71,SW,9,0,29.72 °in
3-12-2015:16:00,86,77,74,SSE,7,0,29.73 °in
3-12-2015:17:00,88,77,70,VAR,2,0,29.75 °in
3-12-2015:18:00,86,81,84,NNW,6,0,29.76 °in
3-12-2015:19:00,84,81,89,NE,5,0,29.76 °in
3-12-2015:20:00,84,81,89,E,5,0,29.79 °in
3-12-2015:21:00,82,81,94,SE,5,0,29.83 °in
3-12-2015:22:00,82,81,94,E,5,0,29.83 °in
3-12-2015:23:00,82,81,94,N,5,0,29.82 °in
4-12-2015:00:00,82,79,89,N,5,0,29.81 °in
4-12-2015:01:00,82,79,89,ENE,5,0,29.82 °in
4-12-2015:02:00,82,75,79,ENE,5,0,29.79 °in
4-12-2015:03:00,81,79,94,N,5,0,29.79 °in
4-12-2015:04:00,81,79,94,W,5,0,29.77 °in
4-12-2015:05:00,81,79,94,N,5,0,29.79 °in
4-12-2015:06:00,81,79,94,E,5,0,29.79 °in
4-12-2015:07:00,81,79,94,ESE,5,0,29.83 °in
4-12-2015:08:00,84,79,84,ENE,3,0,29.86 °in
4-12-2015:09:00,86,81,84,ESE,5,0,29.87 °in
4-12-2015:10:00,90,77,66,NNE,5,0,29.87 °in
4-12-2015:11:00,86,79,79,ENE,5,0,29.85 °in
4-12-2015:12:00,88,81,79,N,10,0,29.83 °in
4-12-2015:13:00,90,79,70,NW,9,0,29.80 °in
4-12-2015:14:00,90,77,66,NNW,14,0,29.79 °in
4-12-2015:15:00,90,77,66,NNW,9,0,29.77 °in
4-12-2015:16:00,88,77,70,N,14,0,29.76 °in
4-12-2015:17:00,86,75,70,N,12,0,29.77 °in
4-12-2015:18:00,86,79,79,N,7,0,29.78 °in
4-12-2015:19:00,84,77,79,NNE,3,0,29.80 °in
4-12-2015:20:00,84,77,79,VAR,2,0,29.81 °in
4-12-2015:21:00,84,77,79,CALM,0,0,29.84 °in
4-12-2015:22:00,84,77,79,N,5,0,29.85 °in
4-12-2015:23:00,82,77,84,NNE,7,0,29.86 °in
5-12-2015:00:00,81,77,89,NE,3,0,29.85 °in
5-12-2015:01:00,81,77,89,NNE,3,0,29.83 °in
5-12-2015:02:00,81,77,89,NE,3,0,29.80 °in
5-12-2015:03:00,81,77,89,VAR,2,0,29.80 °in
5-12-2015:04:00,79,77,94,VAR,2,0,29.79 °in
5-12-2015:05:00,79,77,94,VAR,2,0,29.80 °in
5-12-2015:06:00,79,77,94,VAR,2,0,29.81 °in
5-12-2015:07:00,81,77,89,ESE,3,0,29.84 °in
5-12-2015:08:00,84,77,79,NNE,5,0,29.85 °in
5-12-2015:09:00,86,77,74,N,6,0,29.87 °in
5-12-2015:10:00,88,77,70,N,5,0,29.87 °in
5-12-2015:11:00,88,79,75,N,15,0,29.85 °in
5-12-2015:12:00,90,77,66,N,9,0,29.82 °in
5-12-2015:13:00,91,77,63,N,13,0,29.78 °in
5-12-2015:14:00,91,77,63,N,14,0,29.76 °in
5-12-2015:15:00,88,79,75,N,16,0,29.75 °in
5-12-2015:16:00,88,79,75,NNE,12,0,29.73 °in
5-12-2015:17:00,86,77,74,N,13,0,29.73 °in
5-12-2015:18:00,84,77,79,N,12,0,29.75 °in
5-12-2015:19:00,84,79,84,N,9,0,29.75 °in
5-12-2015:20:00,82,79,89,N,7,0,29.78 °in
5-12-2015:21:00,82,79,89,N,6,0,29.82 °in
5-12-2015:22:00,82,77,84,N,5,0,29.82 °in
5-12-2015:23:00,82,77,84,NE,3,0,29.82 °in
6-12-2015:00:00,82,77,84,ENE,3,0,29.80 °in
6-12-2015:01:00,82,75,79,VAR,2,0,29.79 °in
6-12-2015:02:00,81,75,84,ENE,3,0,29.76 °in
6-12-2015:03:00,79,75,89,N,3,0,29.75 °in
6-12-2015:04:00,81,75,84,NE,5,0,29.75 °in
6-12-2015:05:00,81,75,84,VAR,2,0,29.75 °in
6-12-2015:06:00,79,75,89,NNE,5,0,29.76 °in
6-12-2015:07:00,79,73,83,NE,5,0,29.79 °in
6-12-2015:08:00,82,75,79,NE,5,0,29.80 °in
6-12-2015:09:00,86,77,74,SE,5,0,29.81 °in
6-12-2015:10:00,90,77,66,E,5,0,29.81 °in
6-12-2015:11:00,90,77,66,NNW,7,0,29.80 °in
6-12-2015:12:00,90,75,62,NNW,5,0,29.77 °in
6-12-2015:13:00,91,77,63,NNW,90,0,29.75 °in
6-12-2015:14:00,91,75,59,N,8,0,29.73 °in
6-12-2015:15:00,88,73,62,N,13,0,29.70 °in
6-12-2015:16:00,88,75,66,N,10,0,29.70 °in
6-12-2015:17:00,88,75,66,NNE,9,0,29.71 °in
6-12-2015:18:00,84,75,74,N,9,0,29.71 °in
6-12-2015:19:00,84,77,79,NNE,8,0,29.73 °in
6-12-2015:20:00,82,77,84,N,7,0,29.74 °in
6-12-2015:21:00,82,75,79,ENE,5,0,29.76 °in
6-12-2015:22:00,82,77,84,N,6,0,29.76 °in
6-12-2015:23:00,82,77,84,NNE,6,0,29.77 °in
7-12-2015:00:00,81,77,89,NE,3,0,29.74 °in
7-12-2015:01:00,81,77,89,VAR,2,0,29.73 °in
7-12-2015:02:00,81,77,89,VAR,2,0,29.70 °in
7-12-2015:03:00,79,77,94,VAR,2,0,29.69 °in
7-12-2015:04:00,79,75,89,VAR,2,0,29.68 °in
7-12-2015:05:00,79,75,89,NE,3,0,29.69 °in
7-12-2015:06:00,79,75,89,ENE,6,0,29.71 °in
7-12-2015:07:00,79,75,89,E,3,0,29.74 °in
7-12-2015:08:00,82,75,79,E,5,0,29.78 °in
7-12-2015:09:00,86,75,70,NNW,5,0,29.79 °in
7-12-2015:10:00,88,75,66,NE,5,0,29.78 °in
7-12-2015:11:00,90,77,66,N,8,0,29.76 °in
7-12-2015:12:00,88,77,70,N,16,0,29.74 °in
7-12-2015:13:00,88,75,66,N,14,0,29.70 °in
7-12-2015:14:00,86,75,70,NNW,15,0,29.68 °in
7-12-2015:15:00,88,75,66,N,16,0,29.67 °in
7-12-2015:16:00,86,75,70,N,16,0,29.66 °in
7-12-2015:17:00,86,75,70,N,12,0,29.67 °in
7-12-2015:18:00,84,75,74,NNE,10,0,29.68 °in
7-12-2015:19:00,82,75,79,NNE,7,0,29.72 °in
7-12-2015:20:00,82,77,84,N,6,0,29.75 °in
7-12-2015:21:00,81,75,84,NNE,5,0,29.76 °in
7-12-2015:22:00,81,75,84,NNE,5,0,29.77 °in
7-12-2015:23:00,81,77,89,N,5,0,29.77 °in
8-12-2015:00:00,81,77,89,NNE,6,0,29.76 °in
8-12-2015:01:00,81,77,89,NNE,5,0,29.75 °in
8-12-2015:02:00,82,77,84,SW,3,0,29.73 °in
8-12-2015:03:00,82,77,84,VAR,2,0,29.71 °in
8-12-2015:04:00,79,77,94,VAR,2,0,29.73 °in
8-12-2015:05:00,79,77,94,CALM,0,0,29.72 °in
8-12-2015:06:00,79,75,89,CALM,0,0,29.73 °in
8-12-2015:07:00,79,77,94,VAR,2,0,29.74 °in
8-12-2015:08:00,82,77,84,VAR,2,0,29.77 °in
8-12-2015:09:00,86,75,70,S,3,0,29.80 °in
8-12-2015:10:00,90,75,62,NNE,3,0,29.79 °in
8-12-2015:11:00,88,77,70,NW,8,0,29.78 °in
8-12-2015:12:00,88,79,75,WNW,10,0,29.77 °in
8-12-2015:13:00,88,77,70,WNW,9,0,29.73 °in
8-12-2015:14:00,88,77,70,NW,9,0,29.72 °in
8-12-2015:15:00,86,77,74,NW,7,0,29.71 °in
8-12-2015:16:00,86,79,79,NNW,7,0,29.70 °in
8-12-2015:17:00,84,79,84,N,8,0,29.71 °in
8-12-2015:18:00,84,77,79,N,8,0,29.72 °in
8-12-2015:19:00,84,77,79,N,6,0,29.75 °in
8-12-2015:20:00,82,77,84,NNE,7,0,29.79 °in
8-12-2015:21:00,82,77,84,NNE,6,0,29.80 °in
8-12-2015:22:00,82,77,84,NE,7,0,29.80 °in
8-12-2015:23:00,81,77,89,ENE,6,0,29.79 °in
9-12-2015:00:00,81,77,89,N,6,0,29.78 °in
9-12-2015:01:00,81,77,89,NNE,5,0,29.77 °in
9-12-2015:02:00,81,77,89,VAR,2,0,29.76 °in
9-12-2015:03:00,81,77,89,VAR,2,0,29.75 °in
9-12-2015:04:00,81,77,89,VAR,2,0,29.75 °in
9-12-2015:05:00,79,77,94,CALM,0,0,29.75 °in
9-12-2015:06:00,79,77,94,N,5,0,29.76 °in
9-12-2015:07:00,81,77,89,ESE,3,0,29.78 °in
9-12-2015:08:00,84,79,84,VAR,2,0,29.80 °in
9-12-2015:09:00,84,79,84,NNW,5,0,29.83 °in
9-12-2015:10:00,86,79,79,NNW,5,0,29.84 °in
9-12-2015:11:00,88,79,75,WNW,8,0,29.84 °in
9-12-2015:12:00,88,79,75,VAR,2,0,29.82 °in
9-12-2015:13:00,88,79,75,NNW,8,0,29.79 °in
9-12-2015:14:00,88,81,79,NNW,10,0,29.75 °in
9-12-2015:15:00,88,77,70,N,14,0,29.74 °in
9-12-2015:16:00,86,79,79,N,16,0,29.74 °in
9-12-2015:17:00,84,79,84,N,12,0,29.73 °in
9-12-2015:18:00,82,77,84,N,7,0,29.75 °in
9-12-2015:19:00,82,77,84,N,7,0,29.77 °in
9-12-2015:20:00,82,79,89,NNE,7,0,29.79 °in
9-12-2015:21:00,81,77,89,N,9,0,29.80 °in
9-12-2015:22:00,81,79,94,N,9,0,29.82 °in
9-12-2015:23:00,81,79,94,NNE,7,0,29.82 °in
10-12-2015:00:00,81,79,94,NNE,5,0,29.81 °in
10-12-2015:01:00,81,79,94,N,5,0,29.79 °in
10-12-2015:02:00,81,79,94,NNE,5,0,29.76 °in
10-12-2015:03:00,79,77,94,NE,5,0,29.78 °in
10-12-2015:04:00,79,77,94,NE,5,0,29.75 °in
10-12-2015:05:00,79,77,94,NNE,5,0,29.77 °in
10-12-2015:06:00,81,77,89,SW,5,0,29.78 °in
10-12-2015:07:00,81,79,94,VAR,2,0,29.81 °in
10-12-2015:08:00,82,77,84,NNW,3,0,29.78 °in
10-12-2015:09:00,86,79,79,VAR,2,0,29.83 °in
10-12-2015:10:00,88,79,75,NW,6,0,29.83 °in
10-12-2015:11:00,88,79,75,W,6,0,29.82 °in
10-12-2015:12:00,88,79,75,NW,10,0,29.81 °in
10-12-2015:13:00,88,79,75,WNW,8,0,29.77 °in
10-12-2015:14:00,88,79,75,NW,9,0,29.73 °in
10-12-2015:15:00,88,79,75,NNW,10,0,29.72 °in
10-12-2015:16:00,88,79,75,SW,5,0,29.72 °in
10-12-2015:17:00,86,79,79,N,12,0,29.73 °in
10-12-2015:18:00,84,79,84,NNE,7,0,29.75 °in
10-12-2015:19:00,82,77,84,N,8,0,29.76 °in
10-12-2015:20:00,82,77,84,NNE,6,0,29.77 °in
10-12-2015:21:00,82,77,84,N,7,0,29.79 °in
10-12-2015:22:00,82,77,84,N,8,0,29.80 °in
10-12-2015:23:00,82,77,84,NNE,6,0,29.79 °in
11-12-2015:00:00,82,77,84,NNE,5,0,29.79 °in
11-12-2015:01:00,81,77,89,NNE,8,0,29.78 °in
11-12-2015:02:00,81,77,89,NNE,3,0,29.75 °in
11-12-2015:03:00,81,77,89,N,7,0,29.74 °in
11-12-2015:04:00,81,77,89,NNE,3,0,29.73 °in
11-12-2015:05:00,81,77,89,N,3,0,29.73 °in
11-12-2015:06:00,81,77,89,NNE,3,0,29.75 °in
11-12-2015:07:00,82,79,89,NNE,3,0,29.78 °in
11-12-2015:08:00,84,79,84,CALM,0,0,29.79 °in
11-12-2015:09:00,86,79,79,N,6,0,29.81 °in
11-12-2015:10:00,88,81,79,WNW,5,0,29.80 °in
11-12-2015:11:00,90,79,70,NNW,15,0,29.80 °in
11-12-2015:12:00,90,79,70,NNW,14,0,29.78 °in
11-12-2015:13:00,90,79,70,N,16,0,29.75 °in
11-12-2015:14:00,90,79,70,N,14,0,29.72 °in
11-12-2015:15:00,90,79,70,N,7,0,29.71 °in
11-12-2015:16:00,90,79,70,N,12,0,29.70 °in
11-12-2015:17:00,88,77,70,NNE,5,0,29.71 °in
